OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,LICENSE_CATEGORY_DESC,Hospital_Business_Phone,Chief_Executive_Officer,Title,Hospital_Web-Site_Address,Name_of_Owner,Software_Version,Active_Medical_Staff_Hospital_Based_Board_Certified_Anesthesiology,Active_Medical_Staff_Hospital_Based_Board_Certified_General/Family_Practice,Active_Medical_Staff_Hospital_Based_Board_Certified_Total,Type_of_Control_Church,Type_of_Control_Non-Profit_Corporation,Type_of_Control_Non-Profit_Other,Type_of_Control_Investor_-_Individual,Type_of_Control_Investor_-_Partnership,Type_of_Control_Investor_-_Corporation,Type_of_Control_State,Type_of_Control_County,Type_of_Control_City/County,Type_of_Control_City,Type_of_Control_District,Procedures_Total_Cardiology_Services,Procedures_Total_Gastro-Intestinal_Services,Sessions_Total_Physical_Therapy,Sessions_Total_Occupational_Therapy,Discharges_Total,Visits_Outpatient_Emergency_Services,Outpatient_Visits_Medi-Cal_-_Managed_Care_Emergency_Svcs.__(incl._Psych_ER),Outpatient_Visits_Medi-Cal_-_Managed_Care_Total,Balance_Sheet_Assets_Total_Assets,Income_Statement_Net_Patient_Revenue,Income_Statement_Other_Operating_Revenue,Income_Statement_Total_Operating_Revenue,Income_Statement_Operating_Expenses_Administrative_Services,Income_Statement_Total_Operating_Expenses,Income_Statement_Net_from_Operations,Summary_of_Revenue_and_Costs_Average_Patient_Care_Costs_Per_Unit_Medical/Surgical_Intensive_Care,Summary_of_Revenue_and_Costs_Average_Patient_Care_Costs_Per_Unit_Magnetic_Resonance_Imaging,Summary_of_Revenue_and_Costs_Average_Patient_Care_Costs_Per_Unit_Computed_Tomographic_Scanner,Summary_of_Revenue_and_Costs_Gross_Revenue_Radiology_-_Diagnostic,Summary_of_Revenue_and_Costs_Gross_Revenue_Drugs_Sold_to_Patients,Summary_of_Revenue_and_Costs_Gross_Revenue_Total_Ancillary_Services,Summary_of_Revenue_and_Costs_Gross_Revenue_Total_Operating_Revenue_and_Expense,Average_Hourly_Rate_Management_and_Supervision_Total_Daily_Hospital_Services,Average_Hourly_Rate_Management_and_Supervision_Emergency_Services,Average_Hourly_Rate_Registered_Nurses_Total_Daily_Hospital_Services,Average_Hourly_Rate_Registered_Nurses_Emergency_Services,Average_Hourly_Rate_Aides_and_Orderlies_Total_Daily_Hospital_Services,Average_Hourly_Rate_Clerical_and_Other_Administrative_Emergency_Services,AMI_RAMR,AMI_Deaths,AMI_Numcase,STROKE_RAMR,STROKE_Death,STROKE_NumCase,HFAIL_RAMR,HFAIL_deaths,HFAIL_NumCase
106070904,DOCTORS MEDICAL CENTER - SAN PABLO,110000485,Parent Facility,2000 VALE ROAD,SAN PABLO,94806,CONTRA COSTA,Emergency - Basic,189,General Acute Care Hospital,(510) 970-5000,KATHY WHITE,INTERIM CEO,WWW.DOCTORSMEDICALCENTER.ORG,WEST CONTRA COSTA HEALTH DISTRICT,HFS,6,,48,,,,,,,,,,,1,14764,1215,23439,4682,3803,32564,13296,19702,61552688,83370938,315757,83686695,12691172,125856384,-42169689,3254.72,728.05,264.67,18298808,60733155,275862265,460893416,66.19,65.57,69.85,68.48,26.23,29.71,16.5,3,22,0,0,8,3.1,2,56
106304460,HOAG ORTHOPEDIC INSTITUTE,550001431,Parent Facility,16250 SAND CANYON AVENUE,IRVINE,92618,ORANGE,,70,General Acute Care Hospital,(949) 517-3149,DEREESA REID,CEO,WWW.ORTHOPEDICHOSPITAL.COM,HOAG MEMORIAL HOSPITAL PRESBYTERIAN AND PHYSICIANS,HFS,45,,124,,,,,1,,,,,,,,6,33165,1719,3308,,,,101073606,76735541,-32334,76703207,4713017,56464315,20238892,,416.91,272.96,2904556,6405238,211301698,230775434,,,,,,,.,.,.,.,.,.,.,.,.
106190547,MONTEREY PARK HOSPITAL,930000108,Parent Facility,900 SOUTH ATLANTIC BOULEVARD,MONTEREY PARK,91754,LOS ANGELES,Emergency - Basic,101,General Acute Care Hospital,(626) 570-9000,PHILIP COHEN,CEO,,MONTEREY PARK HOSPITAL,KPMG,,,,,,,,,1,,,,,,6191,1553,7503,355,4595,14333,6047,8071,54102387,76013617,941671,76955288,26785975,69807639,7147649,2497.19,325.67,352.16,9171119,79632630,397952260,490006866,55.34,52.79,42.72,46.07,18.44,18.38,6.4,2,15,10,2,40,2.9,2,94
106190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,930000129,Parent Facility,12401 WASHINGTON BLVD.,WHITTIER,90602,LOS ANGELES,Emergency - Basic,547,General Acute Care Hospital,(562) 698-0811,JAMES R. WEST,CEO,HTTP://PIHHEALTH.ORG/,INTERHEALTH CORP.,KPMG,18,,60,,1,,,,,,,,,,113196,6662,163854,47982,20583,60703,19757,22004,1175433000,479797209,32551396,512348605,91651673,501293856,11054749,3319.61,477.2,224.72,94484185,368703175,2343989557,3285370536,51.78,64.05,47.34,50.18,15.74,19.47,5.2,32,458,6.5,29,346,1.3,10,461
106331312,RIVERSIDE COMMUNITY HOSPITAL,250000194,Parent Facility,4445 MAGNOLIA AVENUE,RIVERSIDE,92501,RIVERSIDE,Emergency - Basic,373,General Acute Care Hospital,(951) 788-3000,PATRICK BRILLIANT,PRESIDENT/CEO,,HCA CORP,HFS,23,,63,,,,,1,,,,,,,41203,5988,25127,6923,21942,99576,30378,39391,811035336,433806738,6811906,440618644,65111808,384914906,55703738,2583.72,472.31,156.76,63643005,180884529,1995257008,2914023209,66.71,64.03,52.91,52.93,22.52,23.38,7.5,33,509,7.3,27,326,2,13,534
106430905,STANFORD HEALTH CARE,070000662,Parent Facility,300 PASTEUR DRIVE,PALO ALTO,94305,SANTA CLARA,Emergency - Basic,613,General Acute Care Hospital,(650) 723-4000,AMIR DAN RUBIN,CEO,WWW.STANFORDHOSPITAL.ORG,STANFORD UNIVERSITY HOSPITAL,HFS,90,113,1099,,1,,,,,,,,,,75809,9879,187394,106030,25092,43034,8152,45713,4666718351,2705571546,148133611,2853705157,301441814,2561772519,291932638,5365.06,987.54,516.73,169789957,1310672569,7569852839,10882262404,90.33,86.88,78.35,80.74,28.55,31.54,6.4,13,169,5.8,37,360,2.2,13,366
106331164,DESERT REGIONAL MEDICAL CENTER,250000139,Parent Facility,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,92262,RIVERSIDE,Emergency - Comprehensive,385,General Acute Care Hospital,(760) 323-6511,CAROLYN CALDWELL,CEO,WWW.DESERTMEDCTR.COM,TENET HEALTHCARE CORP,KPMG,17,,60,,,,,,1,,,,,,33121,2872,135074,52869,19241,57545,21062,32121,308496154,463945381,4086014,468031395,85036874,391707065,76324330,1999.73,322.86,150.35,62730863,322610065,2019485686,2784476447,67.59,59.81,55.58,53.54,18.97,21.67,9,30,376,9.2,53,442,3,9,292
106521041,ST. ELIZABETH COMMUNITY HOSPITAL,230000036,Parent Facility,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,96080,TEHAMA,Emergency - Basic,76,General Acute Care Hospital,(530) 225-6374,TODD SMITH,PRESIDENT,WWW.MERCY.ORG,DIGNITY HEALTH,KPMG,,,29,1,,,,,,,,,,,7764,,5219,,3058,27255,3923,7073,176387757,74872483,2678086,77550569,12696132,77482934,67635,2663.93,391,370.81,15364399,15608856,165789352,320496735,62.16,62.81,58.18,56.4,24.47,26.5,6.6,1,5,2.7,1,37,2.6,3,86
106301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,060000148,Parent Facility,101 CITY DRIVE SOUTH,ORANGE,92868,ORANGE,Emergency - Comprehensive,414,General Acute Care Hospital,(714) 456-5678,TERRY BELMONT,"CEO, UCIMC",WWW.UCIHS.UCI.EDU,REGENTS OF THE UNIVERSITY OF CALIFORNIA,HFS,36,17,724,,1,,,,,,,,,,47253,24237,119545,75555,19268,26918,5851,56893,1321868961,884128479,69172167,953300646,92791227,840108014,113192632,2983.06,396.55,302.82,125050702,545309994,2199532923,3428977917,48.99,50.25,49.88,49.1,18.33,18.82,6.4,7,109,6.6,52,409,2.5,8,213
106370759,PARADISE VALLEY HOSPITAL,090000086,Parent Facility,2400 EAST FOURTH STREET,NATIONAL CITY,91950,SAN DIEGO,Emergency - Basic,227,General Acute Care Hospital,(619) 470-4280,LUIS LEON,CEO,WWW.PARADISEVALLEYHOSPITAL.ORG,PRIME HEALHCARE SERVICES INC,HFS,,,19,,,,,,1,,,,,,7755,1020,33371,18108,10151,26935,9811,13316,85722597,122046624,841952,122888576,29994223,132572550,-9683974,2218.53,382.58,202.78,8730706,64712821,251814088,490169845,51.16,49.69,40.54,40.22,15.54,16.93,2.2,3,60,6.6,4,53,0.3,1,204
106301317,SADDLEBACK MEMORIAL MEDICAL CENTER,060000166,Parent Facility,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,ORANGE,Emergency - Basic,252,General Acute Care Hospital,(949) 837-4500,STEPHEN B. GIEDT,CEO,WWW.MEMORIALCARE.ORG,MEMORIAL HEALTH SERVICES,HFS,,,82,,1,,,,,,,,,,40058,2024,130747,8273,14708,39928,4990,5751,455253632,355301576,4240092,359541668,43416879,331690868,27850800,2135.28,475.96,275.43,28996642,69898696,867470990,1266029400,56.32,63.42,46.81,47.18,19.23,23.95,4.1,14,264,7.3,21,260,1.9,14,325
106370782,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,090000101,Parent Facility,200 WEST ARBOR DRIVE,SAN DIEGO,92103,SAN DIEGO,Emergency - Comprehensive,390,General Acute Care Hospital,(619) 543-6222,PAUL VIVIANO,CEO,HTTP://HEALTH.UCSD.EDU,REGENTS OF THE UNIVERSITY OF CALIFORNIA,HFS,23,29,483,,,1,,,,,,,,,18365,,139613,38866,27899,44018,7822,51945,1814104061,1351228309,126031917,1477260226,188299783,1224870735,252389491,3372.66,267.61,254.93,95914482,513322169,2395585148,3442139318,58.27,57.74,48.82,48.86,20.02,22.38,6.9,13,233,6,31,278,1.9,14,659
106190081,BEVERLY HOSPITAL,930000389,Parent Facility,309 WEST BEVERLY BOULEVARD,MONTEBELLO,90640,LOS ANGELES,Emergency - Basic,224,General Acute Care Hospital,(323) 726-1222,ALICE CHENG,CEO,WWW.BEVERLY.ORG,BEVERLY COMMUNITY HOSPITAL ASSOCIATION,HFS,3,,47,,1,,,,,,,,,,7454,1566,16750,168,9177,28412,11395,13543,113264930,170601478,1808072,172409550,27770283,170349091,2060459,1777.75,382.95,248.7,19036194,23412244,254049007,347699110,55.08,50.31,40.36,44.2,14.02,17.11,5,12,155,9.1,7,96,1.2,3,195
106014233,EDEN MEDICAL CENTER,140000030,Parent Facility,20103 LAKE CHABOT RD,CASTRO VALLEY,94546,ALAMEDA,Emergency - Basic,130,General Acute Care Hospital,(510) 537-1234,GEORGE BISCHALANEY,PRESIDENT/CEO,WWW.EDENMEDCENTER.ORG,EDEN MEDICAL CENTER,HFS,13,6,138,,1,,,,,,,,,,20740,,45553,22055,8709,38133,13627,17228,477590123,291816103,9741853,301557956,69355540,293218060,8339896,4177.93,607.48,291.32,49132520,75195796,630856188,1084032153,74.61,84.62,73.79,73.75,27.74,27.91,2.4,1,17,6.5,38,367,1.9,6,188
106311000,SUTTER ROSEVILLE MEDICAL CENTER,030000083,Parent Facility,1 MEDICAL PLAZA DRIVE,ROSEVILLE,95661,PLACER,Emergency - Basic,328,General Acute Care Hospital,(916) 781-1000,PAT BRADY,CEO,WWW.SUTTERROSEVILLEHOSPITAL.ORG,SUTTER HEALTH,HFS,27,,116,,1,,,,,,,,,,35656,,175538,22632,19211,64722,18452,23374,362711542,541182263,6595076,547777339,68618940,459737295,88040044,3282.35,905.09,281.25,23118822,205497259,1083937324,1686544872,72.85,67.11,65.74,65.27,26.83,24.23,2.6,7,274,7.1,23,266,2.2,13,319
106190148,CENTINELA HOSPITAL MEDICAL CENTER,930000027,Parent Facility,555 EAST HARDY STREET,INGLEWOOD,90301,LOS ANGELES,Emergency - Basic,369,General Acute Care Hospital,(310) 680-8200,LINDA BRADLEY,CEO,WWW.CENTINELAMED.COM,PRIME HEALTHCARE SERVICES,HFS,14,,74,,,,,,1,,,,,,44420,1413,52755,33122,17414,52805,23656,28242,289731329,271252663,1913835,273166498,56615945,221315428,51851070,1887.38,293.03,136.39,48542301,146913294,852727891,1325546964,61.85,61.58,43.26,44.56,17.49,18.1,1.7,7,217,3.8,13,231,0.4,7,976
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,070000004,Parent Facility,911 SUNSET DRIVE,HOLLISTER,95023,SAN BENITO,Emergency - Basic,119,General Acute Care Hospital,(831) 637-5711,KEN UNDERWOOD,CEO,WWW.HAZELHAWKINS.COM,SAN BENITO HEALTHCARE DISTRICT,CDL,2,3,20,,,,,,,,,,,1,7010,,54824,12464,2497,15275,2455,15664,109642207,84365992,3075099,87441091,8134367,93357484,-5916393,2679.37,495.63,277.19,8690509,18388902,182890991,269583083,73.62,75.3,72.32,74.98,22.94,,0,0,15,0,0,19,0,0,55
106301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,060000152,Parent Facility,12601 GARDEN GROVE BLVD.,GARDEN GROVE,92843,ORANGE,Emergency - Basic,167,General Acute Care Hospital,(714) 537-5160,VIRG NARBUTAS,CEO,WWW.GARDENGROVEHOSPITAL.COM,PRIME HEALTHCARE SERVICES,HFS,,,12,,,,,,1,,,,,,10926,1657,13531,272,6042,23482,10317,13195,80526783,82802173,356818,83158991,17422797,79633756,3525235,2252.58,474.23,178.43,8442225,26183429,244540977,389084213,56.24,53.87,46.46,41.66,16.92,20.94,0.9,1,39,0,0,38,1,2,93
106500967,OAK VALLEY HOSPITAL DISTRICT,030000069,Parent Facility,350 SOUTH OAK STREET,OAKDALE,95361,STANISLAUS,Emergency - Basic,35,General Acute Care Hospital,(209) 847-3011,JOHN MCCORMICK,CEO,,OAK VALLEY DISTRICT HOSPITAL,HFS,2,3,24,,,,,,,,,,,1,200,,16076,,1109,22536,6711,37431,135757063,51429711,1900424,53330135,6446052,59304529,-5974394,3765.2,530.18,171.66,10677294,5925454,101078830,194927218,60.34,56.27,39.83,43.89,13.12,,5.1,10,151,5.2,8,125,1.3,6,256
106260011,MAMMOTH HOSPITAL,240000008,Parent Facility,85 SIERRA PARK ROAD,MAMMOTH LAKES,93546,MONO,Emergency - Standby,17,General Acute Care Hospital,(760) 993-4331,GARY MYERS,CEO,,SOUTHERN MONO HEALTHCARE DISTRICT,HFS,2,2,13,,,,,,,,,,,1,,,63197,,574,7705,377,2130,89551498,54738073,603640,55341713,5628709,56785724,-1444011,7871.49,,,11555011,6089103,56530870,88025260,64.97,57.92,48.25,49.02,18.77,18.43,.,.,.,.,.,.,0,0,3
106040802,ORCHARD HOSPITAL,230000007,Parent Facility,240 SPRUCE STREET,GRIDLEY,95948,BUTTE,Emergency - Standby,45,General Acute Care Hospital,(530) 846-5671,JIM OPDAHL,INTERIM CEO,HTTP://WWW.ORCHARDHOSPITAL.COM/,BIGGS-GRIDLEY MEMORIAL HOSPITAL,HFS,,5,8,,1,,,,,,,,,,,,14363,,584,9132,4168,13934,14601474,18041196,940734,18981930,2584111,21832192,-2850262,2588.65,900.91,243.27,2512163,8279445,37654909,56619696,,,41.97,41.4,13.7,,0,0,5,0,0,3,0,0,8
106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,060000080,Parent Facility,1111 WEST LA PALMA AVENUE,ANAHEIM,92801,ORANGE,Emergency - Basic,223,General Acute Care Hospital,(714) 774-1450,PATRICK PETRE,CEO,,AHMC HEALTHCARE INC,KPMG,12,19,144,,,,,1,,,,,,,,3931,23588,1814,12145,34994,7762,13116,60647278,195365616,904043,196269659,33395674,195984654,285005,1988.99,346.06,158.44,58397613,84245895,1018141369,1424268257,57.08,58.43,45.35,47.52,17.27,20.61,6.3,13,181,7.5,7,100,1.6,6,310
106190766,COAST PLAZA HOSPITAL,930000162,Parent Facility,13100 SOUTH STUDEBAKER ROAD,NORWALK,90650,LOS ANGELES,Emergency - Basic,117,General Acute Care Hospital,(562) 868-3751,RICK ROWE,CEO,,"AVANTI HOSPITALS, LLC",KPMG,15,,29,,,,,,1,,,,,,6798,391,6932,489,3114,10940,4369,6234,34748892,37323854,-1671476,35652378,11349017,44899007,-9246629,2260.82,530.89,458.82,4702099,18370470,123954497,204915545,39.86,40.81,33.9,37.25,14.04,15.4,2.9,1,14,8.7,2,24,4.2,5,102
106560481,VENTURA COUNTY MEDICAL CENTER,050000032,Parent Facility,3291 LOMA VISTA ROAD,VENTURA,93003,VENTURA,Emergency - Basic,223,General Acute Care Hospital,(805) 652-6058,BARRY FISCHER,CEO,,VENTURA COUNTY MEDICAL CENTER,HFS,10,49,222,,,,,,,,1,,,,8135,,85002,24816,11147,45326,13062,98810,597853193,208613917,28044450,236658367,52634082,304657703,-67999336,3104.98,223.92,251.82,28035769,77888761,458915615,960625307,52,30.49,44.36,45.81,18.72,18.96,0,0,29,9.2,10,78,3.3,4,109
106250956,MODOC MEDICAL CENTER,230000026,Parent Facility,228 WEST MCDOWELL AVENUE,ALTURAS,96101,MODOC,Emergency - Standby,87,General Acute Care Hospital,(530) 233-5131,KEVIN KRAMER,CEO,MODOCMEDICALCENTER.COM,MODOC COUNTY,HFS,,8,9,,,,,,,,,,,1,702,,3524,,255,3664,,,9604983,10815862,127053,10942915,1965225,14102552,-3159637,,,,1581145,1900887,7878598,24954471,21.89,46,35.09,41.56,12.26,,.,.,.,.,.,.,0,0,6
106320986,PLUMAS DISTRICT HOSPITAL,230000030,Parent Facility,1065 BUCKS LAKE ROAD,QUINCY,95971,PLUMAS,Emergency - Standby,25,General Acute Care Hospital,(530) 283-2121,JEFFREY KEPPLE,CEO,,PLUMAS HOSPITAL DISTRICT,HFS,,5,7,,,,,,,,,,,1,,,,,380,3869,,,13771855,18250902,2188919,20439821,2167029,20504154,-64333,,,,4041756,3138294,19371320,34280179,45.38,40.56,39.69,41.55,,,.,.,.,.,.,.,12.2,1,13
106301342,ST. JUDE MEDICAL CENTER,060000173,Parent Facility,101 EAST VALENCIA MESA DRIVE,FULLERTON,92835,ORANGE,Emergency - Basic,320,General Acute Care Hospital,(714) 992-3000,LEE PENROSE,PRESIDENT & CEO,WWW.STJUDEMEDICALCENTER.ORG,ST. JOSEPH HEALTH SYSTEM,HFS,23,80,612,,1,,,,,,,,,,59992,13640,205068,41610,13562,45390,798,7896,1042583662,447741568,10308502,458050070,96362475,434064613,23985457,5694.97,525.19,241.03,52197325,212211466,1237955153,1642904574,61.08,53.66,46.99,45.88,18.55,37.32,2.9,9,259,3.9,29,340,1.6,13,367
106014050,VALLEYCARE MEDICAL CENTER,140000114,Parent Facility,5555 WEST LAS POSITAS BLVD.,PLEASANTON,94588,ALAMEDA,Emergency - Basic,167,General Acute Care Hospital,(925) 847-3000,SCOTT GREGERSON,PRESIDENT & CEO,VALLEYCARE.COM,THE HOSPITAL COMMITTEE OF LIVERMORE,KPMG,12,,30,,1,,,,,,,,,,13817,3280,292266,95893,8267,25713,3660,11175,181424685,239728081,9639831,249367912,24753541,259759491,-10391579,4054.36,367.34,262.14,28658266,68147683,794547519,1170738738,68.32,70.67,63.15,64.88,21.45,23.2,7,6,84,13.4,6,46,1.2,5,196
106301566,ORANGE COUNTY GLOBAL MEDICAL CENTER,060000188,Parent Facility,1001 NORTH TUSTIN AVENUE,SANTA ANA,92705,ORANGE,Emergency - Basic,282,General Acute Care Hospital,(714) 953-3500,DAN BROTHMAN,CEO,WESTERNMEDICALCENTER.COM,"INTEGRATED HEALTHCARE HOLDINDS, INC",KPMG,10,,22,,,,,,1,,,,,,14394,3172,22261,5844,7008,19338,6640,10975,54532824,201319815,1192367,202512182,17925105,157261912,45250270,2143.18,412.05,142.79,16495785,63297889,517818375,708348113,58.3,59.7,46.83,48.08,18.25,24.09,6.4,6,122,9.2,14,146,3.6,4,111
106380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",220000071,Parent Facility,450 STANYAN STREET,SAN FRANCISCO,94117,SAN FRANCISCO,Emergency - Basic,403,General Acute Care Hospital,(415) 668-1000,ANNA CHEUNG,PRESIDENT & CEO,WWW.STMARYSMEDICALCENTER.ORG,DIGNITY HEALTH,KPMG,10,,39,1,,,,,,,,,,,15173,2087,124991,49169,5785,14458,1915,8239,141633845,203053309,5317211,208370520,41219969,224892438,-16521918,4570.28,306.84,,79636211,64494306,563977181,857799158,66.25,73.95,77.84,90.55,29.12,30.01,6.3,7,88,8.1,6,69,2.5,9,175
106121080,ST. JOSEPH HOSPITAL - EUREKA,110000075,Parent Facility,2700 DOLBEER STREET,EUREKA,95501,HUMBOLDT,Emergency - Basic,138,General Acute Care Hospital,(707) 445-8121,"DAVID O'BRIEN, M.D.",CEO,WWW.STJOSEPHEUREKA.ORG,ST. JOSEPH HEALTH SYSTEM,HFS,2,14,44,,1,,,,,,,,,,16985,2402,54098,20076,6351,28866,4014,11264,255545788,205118737,3891181,209009918,37054291,196999312,12010606,4047.82,485.36,249.01,24589813,134699860,669769848,888964404,43.98,54.84,42.28,44.66,14.53,,2.5,5,162,7.9,4,72,1.8,6,167
106394009,KAISER FOUNDATION HOSPITAL - MANTECA,030000393,Parent Facility,1777 WEST YOSEMITE AVENUE,MANTECA,95337,SAN JOAQUIN,Emergency - Basic,99,General Acute Care Hospital,(209) 825-3500,BERNARD TYSON,CHAIRMAN,WWW.KP.ORG,KAISER FOUNDATION HOSPITALS,HFS,28,4,437,,1,,,,,,,,,,,,16819,,9805,61421,5310,5425,,,,,,,,,,,,,,,,,,,,,0.6,1,116,6.2,6,75,1.2,6,220
106291053,TAHOE FOREST HOSPITAL,230000151,Parent Facility,10121 PINE AVE,TRUCKEE,96161,NEVADA,Emergency - Basic,72,General Acute Care Hospital,(530) 587-6011,ROBERT SCHAPPER,CEO/ADMINISTRATOR,WWW.TFHD.COM,TAHOE FOREST HOSPITAL DISTRICT,HFS,5,,19,,,,,,,,,,,1,3451,1505,66210,11876,1701,12704,723,2760,245028518,98902273,1445893,100348166,15624226,111963745,-11615579,3917.8,517.43,478.15,5282505,30742950,120697777,174319069,,,56.17,57.9,19.32,20.75,.,.,.,.,.,.,0,0,18
106380960,ST. FRANCIS MEMORIAL HOSPITAL,220000069,Parent Facility,900 HYDE STREET,SAN FRANCISCO,94109,SAN FRANCISCO,Emergency - Basic,288,General Acute Care Hospital,(415) 353-6000,JIM HOUSER,CEO/PRESIDENT,WWW.SAINTFRANCISMEMORIAL.ORG,DIGNITY HEALTH,KPMG,11,,94,,1,,,,,,,,,,4525,922,115646,,6032,28086,5552,8492,286253415,196659479,3189866,199849345,41743084,214769116,-14919771,3806.74,434.16,326.14,19518861,62537944,450441341,877214299,77,77.79,78.53,78.09,28.89,32.34,4.9,2,17,7.4,12,100,0.9,1,122
106370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,090000036,Parent Facility,250 PROSPECT PLACE,CORONADO,92118,SAN DIEGO,Emergency - Basic,59,General Acute Care Hospital,(619) 522-3600,SUSAN STONE,C. E. O.,HTTP://WWW.SHARP.COM/CORONADO/,SHARP HEALTHCARE CORPORATION,HFS,,,,,1,,,,,,,,,,3912,764,46655,8058,2359,11665,2242,2491,41181918,72624491,1211450,73835941,9406294,75830299,-1994358,3488.28,342.8,270.06,9248305,36716992,184556079,263618574,62.41,60.62,54.36,55.69,16.76,18.2,0,0,3,6.9,1,16,1.8,1,30
106364231,ARROWHEAD REGIONAL MEDICAL CENTER,240000197,Parent Facility,400 N. PEPPER AVENUE,COLTON,92324,SAN BERNARDINO,Emergency - Basic,456,General Acute Care Hospital,(909) 580-1000,WILLIAM T. FOLEY,CEO,WWW.ARROWHEADMEDCENTER.ORG,SAN BERNARDINO COUNTY,HFS,10,32,266,,,,,,,,1,,,,198973,3456,28451,12254,22381,86702,19457,99793,607144528,413627286,85198075,498825361,73732257,494716733,4108628,2246.51,501.72,147.01,43092947,100509306,831996523,1270824768,52.13,57.12,42.1,46.44,14.93,21.1,0,0,61,0,0,194,0,0,330
106361110,BEAR VALLEY COMMUNITY HOSPITAL,240000111,Parent Facility,41870 GARSTIN DRIVE,BIG BEAR LAKE,92315,SAN BERNARDINO,Emergency - Standby,30,General Acute Care Hospital,(909) 866-6501,RANDY SIMMONS,INTERIM CEO,BEARVALLEYCOMMUNITYHOSPITAL.COM,BEAR VALLEY COMMUNITY HOSPITAL,HFS,,,,,,,,,,,,,,1,2701,,13544,,196,9374,568,2285,14382096,16239512,572940,16812452,3326821,20552473,-3740021,,,258.21,3354376,1472675,21392790,38329623,48.45,,43.63,45.99,15.81,12.84,.,.,.,.,.,.,0,0,7
106361318,SAN ANTONIO REGIONAL HOSPITAL,240000196,Parent Facility,999 SAN BERNARDINO ROAD,UPLAND,91786,SAN BERNARDINO,Emergency - Basic,271,General Acute Care Hospital,(909) 985-2811,HARRIS KOENIG,PRESIDENT,SACH.ORG,SAN ANTONIO COMMUNITY HOSPITAL,HFS,28,,77,,1,,,,,,,,,,4473,9473,170305,,15578,65893,14382,23767,602684285,286360944,2405168,288766112,32728915,280806175,7959937,1904.63,319.32,152.94,91642113,164488424,984882176,1413204844,64.65,68.36,47.61,49.27,16.49,20.16,6.7,24,395,7.1,27,301,1.9,14,431
106341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,030000086,Parent Facility,2315 STOCKTON BOULEVARD,SACRAMENTO,95817,SACRAMENTO,Emergency - Comprehensive,621,General Acute Care Hospital,(916) 734-9136,ANN MADDEN-RICE,CEO,WWW.UCDMC.UCDAVIS.EDU,UC DAVIS MEDICAL CENTER,HFS,62,22,829,,,1,,,,,,,,,,8415,121708,36199,33799,49454,14096,86897,1674602677,1746371450,25534921,1771906371,218444073,1547497217,224409154,3480.74,453.36,304.29,201457465,1247492726,4879998682,7283717263,75.15,70.55,63.5,64.9,19.41,30.18,2.4,7,278,7.1,34,365,1.5,12,561
106531059,TRINITY HOSPITAL,230000038,Parent Facility,60  EASTER AVENUE,WEAVERVILLE,96093,TRINITY,Emergency - Standby,50,General Acute Care Hospital,(530) 623-5541,AARON ROGERS,CEO,WWW.MCMEDICAL.ORG,TRINITY HOSPITAL,HFS,,6,8,,,,,,,,,,,1,,,472,,379,4278,1702,12002,8266361,12152207,1166991,13319198,1584039,14219608,-900410,,,282.47,833968,1086106,8472635,23159956,49.32,,36.1,41.17,13.81,,0,0,3,.,.,.,0,0,10
106362041,HI-DESERT MEDICAL CENTER,240000231,Parent Facility,6601 WHITE FEATHER ROAD,JOSHUA TREE,92252,SAN BERNARDINO,Emergency - Basic,179,General Acute Care Hospital,(760) 366-6478,ROBERT TYK,C.E.O./PRESIDENT,WWW.HDMC.ORG,HI-DESERT MEMORIAL HOSPITAL DISTRICT,HFS,,1,12,,,,,,,,,,,1,4408,,21458,10214,3410,21810,1689,3147,48309455,59285674,312374,59598048,7203105,65628964,-6030916,1877.47,285.9,181.65,6682840,12932834,102430903,198937980,47.97,53.68,41.42,41.42,13.94,14.66,0,0,5,15.8,2,18,5.1,3,106
106121031,JEROLD PHELPS COMMUNITY HOSPITAL,110000052,Parent Facility,733 CEDAR STREET,GARBERVILLE,95542,HUMBOLDT,Emergency - Standby,17,General Acute Care Hospital,(707) 923-3921,HARRY JASPER,ADMINISTRATOR,WWW.SHCHD.ORG,SOUTHERN HUMBOLDT COMMUNITY HEALTHCARE DISTRICT,HFS,,2,4,,,,,,,,,,,1,,,850,,46,2793,,,5301558,6100712,63050,6163762,1252941,7449640,-1285878,,,,1492764,841930,4447352,12443497,,,33.36,33.59,13.34,,.,.,.,.,.,.,0,0,4
106190521,MEMORIAL HOSPITAL OF GARDENA,930000098,Parent Facility,1145 W. REDONDO BEACH BLVD.,GARDENA,90247,LOS ANGELES,Emergency - Basic,172,General Acute Care Hospital,(310) 532-4200,JOSHUA LUKE,CEO,WWW.MHGLAX.COM,AVANTI HEALTHCARE SYSTEM,KPMG,,,19,,,,,,1,,,,,,13922,741,21667,8001,6717,34266,15104,18245,100069352,124692346,1470285,126162631,24217866,107710386,18452245,1869.11,451.37,112.23,17382901,50053626,390473483,592572402,62.36,60.2,45.84,46.48,16.3,19.57,4.7,3,25,4.8,2,51,2,4,204
